0.000000,10.000000,10.000000
1.000000,15.482810,14.500000
2.000000,23.196932,20.698750
3.000000,33.242786,28.905934
4.000000,45.085306,39.181136
5.000000,57.512085,51.095896
6.000000,69.056786,63.589892
7.000000,78.630171,75.166466
8.000000,85.848645,84.499711
9.000000,90.910664,91.048561
10.000000,94.282562,95.123639
11.000000,96.452390,97.442925
12.000000,97.817805,98.688769
13.000000,98.664969,99.335788
14.000000,99.185987,99.665688
15.000000,99.504690,99.832285
16.000000,99.698992,99.916002
17.000000,99.817213,99.957966
18.000000,99.889054,99.978974
19.000000,99.932679,99.989485
20.000000,99.959157,99.994742
21.000000,99.975223,99.997371
22.000000,99.984971,99.998685
23.000000,99.990884,99.999343
24.000000,99.994471,99.999671
25.000000,99.996646,99.999836
26.000000,99.997966,99.999918
27.000000,99.998766,99.999959
28.000000,99.999252,99.999979
29.000000,99.999546,99.999990
30.000000,99.999725,99.999995
31.000000,99.999833,99.999997
32.000000,99.999899,99.999999
33.000000,99.999939,99.999999
34.000000,99.999963,100.000000
35.000000,99.999977,100.000000
36.000000,99.999986,100.000000
37.000000,99.999992,100.000000
38.000000,99.999995,100.000000
39.000000,99.999997,100.000000
40.000000,99.999998,100.000000
41.000000,99.999999,100.000000
42.000000,99.999999,100.000000
43.000000,100.000000,100.000000
44.000000,100.000000,100.000000
45.000000,100.000000,100.000000
46.000000,100.000000,100.000000
47.000000,100.000000,100.000000
48.000000,100.000000,100.000000
49.000000,100.000000,100.000000
50.000000,100.000000,100.000000
51.000000,100.000000,100.000000
52.000000,100.000000,100.000000
53.000000,100.000000,100.000000
54.000000,100.000000,100.000000
55.000000,100.000000,100.000000
56.000000,100.000000,100.000000
57.000000,100.000000,100.000000
58.000000,100.000000,100.000000
59.000000,100.000000,100.000000
60.000000,100.000000,100.000000
61.000000,100.000000,100.000000
62.000000,100.000000,100.000000
63.000000,100.000000,100.000000
64.000000,100.000000,100.000000
65.000000,100.000000,100.000000
66.000000,100.000000,100.000000
67.000000,100.000000,100.000000
68.000000,100.000000,100.000000
69.000000,100.000000,100.000000
70.000000,100.000000,100.000000
71.000000,100.000000,100.000000
72.000000,100.000000,100.000000
73.000000,100.000000,100.000000
74.000000,100.000000,100.000000
75.000000,100.000000,100.000000
76.000000,100.000000,100.000000
77.000000,100.000000,100.000000
78.000000,100.000000,100.000000
79.000000,100.000000,100.000000
80.000000,100.000000,100.000000
81.000000,100.000000,100.000000
82.000000,100.000000,100.000000
83.000000,100.000000,100.000000
84.000000,100.000000,100.000000
85.000000,100.000000,100.000000
86.000000,100.000000,100.000000
87.000000,100.000000,100.000000
88.000000,100.000000,100.000000
89.000000,100.000000,100.000000
90.000000,100.000000,100.000000
91.000000,100.000000,100.000000
92.000000,100.000000,100.000000
93.000000,100.000000,100.000000
94.000000,100.000000,100.000000
95.000000,100.000000,100.000000
96.000000,100.000000,100.000000
97.000000,100.000000,100.000000
98.000000,100.000000,100.000000
99.000000,100.000000,100.000000
