0.000000,0.400000,0.400000
0.010000,0.401587,0.403200
0.020000,0.403149,0.406400
0.030000,0.404685,0.409599
0.040000,0.406195,0.412798
0.050000,0.407680,0.415996
0.060000,0.409139,0.419193
0.070000,0.410572,0.422389
0.080000,0.411979,0.425583
0.090000,0.413361,0.428776
0.100000,0.414717,0.431968
0.110000,0.416048,0.435157
0.120000,0.417353,0.438345
0.130000,0.418632,0.441530
0.140000,0.419886,0.444714
0.150000,0.421115,0.447894
0.160000,0.422319,0.451073
0.170000,0.423497,0.454248
0.180000,0.424650,0.457421
0.190000,0.425779,0.460590
0.200000,0.426882,0.463757
0.210000,0.427961,0.466921
0.220000,0.429016,0.470081
0.230000,0.430045,0.473237
0.240000,0.431051,0.476391
0.250000,0.432032,0.479540
0.260000,0.432990,0.482686
0.270000,0.433924,0.485828
0.280000,0.434834,0.488966
0.290000,0.435720,0.492100
0.300000,0.436583,0.495230
0.310000,0.437423,0.498356
0.320000,0.438240,0.501477
0.330000,0.439034,0.504595
0.340000,0.439806,0.507707
0.350000,0.440555,0.510816
0.360000,0.441282,0.513920
0.370000,0.441987,0.517019
0.380000,0.442671,0.520114
0.390000,0.443332,0.523204
0.400000,0.443973,0.526289
0.410000,0.444592,0.529369
0.420000,0.445190,0.532445
0.430000,0.445767,0.535516
0.440000,0.446324,0.538582
0.450000,0.446860,0.541642
0.460000,0.447377,0.544698
0.470000,0.447873,0.547749
0.480000,0.448350,0.550795
0.490000,0.448808,0.553835
0.500000,0.449246,0.556871
0.510000,0.449665,0.559901
0.520000,0.450065,0.562926
0.530000,0.450447,0.565947
0.540000,0.450811,0.568961
0.550000,0.451156,0.571971
0.560000,0.451484,0.574975
0.570000,0.451794,0.577974
0.580000,0.452086,0.580968
0.590000,0.452361,0.583957
0.600000,0.452620,0.586940
0.610000,0.452861,0.589918
0.620000,0.453086,0.592891
0.630000,0.453295,0.595858
0.640000,0.453488,0.598820
0.650000,0.453665,0.601777
0.660000,0.453826,0.604728
0.670000,0.453972,0.607675
0.680000,0.454102,0.610615
0.690000,0.454218,0.613551
0.700000,0.454319,0.616481
0.710000,0.454405,0.619406
0.720000,0.454477,0.622326
0.730000,0.454535,0.625240
0.740000,0.454578,0.628149
0.750000,0.454609,0.631053
0.760000,0.454625,0.633951
0.770000,0.454629,0.636845
0.780000,0.454619,0.639733
0.790000,0.454596,0.642616
0.800000,0.454561,0.645493
0.810000,0.454513,0.648365
0.820000,0.454453,0.651233
0.830000,0.454380,0.654095
0.840000,0.454296,0.656951
0.850000,0.454200,0.659803
0.860000,0.454093,0.662649
0.870000,0.453974,0.665491
0.880000,0.453844,0.668327
0.890000,0.453703,0.671158
0.900000,0.453552,0.673984
0.910000,0.453389,0.676805
0.920000,0.453216,0.679621
0.930000,0.453033,0.682431
0.940000,0.452840,0.685237
0.950000,0.452637,0.688038
0.960000,0.452425,0.690834
0.970000,0.452202,0.693624
0.980000,0.451970,0.696410
0.990000,0.451729,0.699191
1.000000,0.451479,0.701966
1.010000,0.451220,0.704737
1.020000,0.450952,0.707503
1.030000,0.450676,0.710264
1.040000,0.450391,0.713020
1.050000,0.450098,0.715772
1.060000,0.449796,0.718518
1.070000,0.449487,0.721260
1.080000,0.449170,0.723996
1.090000,0.448845,0.726728
1.100000,0.448512,0.729455
1.110000,0.448172,0.732178
1.120000,0.447825,0.734895
1.130000,0.447470,0.737608
1.140000,0.447109,0.740316
1.150000,0.446740,0.743019
1.160000,0.446365,0.745718
1.170000,0.445983,0.748411
1.180000,0.445595,0.751101
1.190000,0.445200,0.753785
1.200000,0.444799,0.756465
1.210000,0.444392,0.759140
1.220000,0.443979,0.761810
1.230000,0.443560,0.764476
1.240000,0.443135,0.767137
1.250000,0.442704,0.769794
1.260000,0.442268,0.772446
1.270000,0.441826,0.775093
1.280000,0.441379,0.777736
1.290000,0.440927,0.780374
1.300000,0.440470,0.783008
1.310000,0.440007,0.785637
1.320000,0.439540,0.788261
1.330000,0.439068,0.790881
1.340000,0.438591,0.793497
1.350000,0.438110,0.796108
1.360000,0.437623,0.798714
1.370000,0.437133,0.801316
1.380000,0.436638,0.803913
1.390000,0.436139,0.806506
1.400000,0.435636,0.809095
1.410000,0.435128,0.811679
1.420000,0.434617,0.814258
1.430000,0.434102,0.816833
1.440000,0.433583,0.819404
1.450000,0.433060,0.821970
1.460000,0.432534,0.824531
1.470000,0.432004,0.827088
1.480000,0.431470,0.829641
1.490000,0.430933,0.832189
1.500000,0.430393,0.834733
1.510000,0.429849,0.837273
1.520000,0.429303,0.839808
1.530000,0.428753,0.842338
