0,950.000000,50.000000,0.000000
1,948.812500,49.936436,0.075000
2,947.627992,48.379296,0.149905
3,946.481853,42.837674,0.222474
4,945.468226,33.712745,0.286730
5,944.671367,36.955394,0.337299
6,943.798600,38.303872,0.392732
7,942.894821,40.809794,0.450188
8,941.932838,48.603271,0.511403
9,940.788312,46.349517,0.584308
10,939.698185,43.295012,0.653832
11,938.681079,39.202407,0.718775
12,937.761115,36.733175,0.777578
13,936.899942,44.020804,0.832678
14,935.868864,39.313336,0.898709
15,934.949061,41.134671,0.957679
16,933.987591,40.146691,1.019381
17,933.050178,38.667080,1.079601
18,932.148220,43.191085,1.137602
19,931.141707,44.233246,1.202388
20,930.112022,32.295125,1.268738
21,929.361070,38.384180,1.317181
22,928.469251,32.639409,1.374757
23,927.711634,27.628157,1.423716
24,927.070860,22.357631,1.465159
25,926.552682,18.140217,1.498695
26,926.132485,25.431086,1.525905
27,925.543671,25.263420,1.564052
28,924.959111,28.424596,1.601947
29,924.301822,21.054925,1.644584
30,923.815294,12.844246,1.676166
31,923.518651,6.609259,1.695433
32,923.366057,5.223550,1.705347
33,923.245476,-0.918418,1.713182
34,923.266674,-3.922881,1.711804
35,923.357220,-0.132714,1.705920
36,923.360284,9.634346,1.705721
37,923.137885,14.692469,1.720172
38,922.798805,14.587399,1.742211
39,922.462274,23.767280,1.764092
40,921.914164,35.906831,1.799743
41,921.086588,32.245817,1.853603
42,920.344059,28.923185,1.901972
43,919.678577,30.993800,1.945357
44,918.965968,29.021597,1.991848
45,918.299222,28.023720,2.035380
46,917.655868,24.317149,2.077416
47,917.097998,28.225025,2.113891
48,916.450871,29.764598,2.156229
49,915.768926,31.157307,2.200876
50,915.055603,32.438395,2.247612
51,914.313530,32.651657,2.296269
52,913.567184,36.970537,2.345247
53,912.722807,33.339318,2.400703
54,911.962068,29.971789,2.450712
55,911.278740,28.566258,2.495669
56,910.627944,23.798572,2.538519
57,910.086153,30.507317,2.574217
58,909.392046,31.407851,2.619977
59,908.677995,36.840258,2.667089
60,907.841096,36.671245,2.722350
61,907.008805,39.979429,2.777357
62,906.102262,43.013921,2.837326
63,905.127887,39.385026,2.901847
64,904.236675,44.964800,2.960924
65,903.220205,48.691215,3.028371
66,902.120732,43.632335,3.101408
67,901.136691,39.074087,3.166857
68,900.256414,33.005244,3.225468
69,899.513585,31.987645,3.274976
70,898.794251,38.475443,3.322957
71,897.929714,43.700175,3.380670
72,896.948722,41.666748,3.446221
73,896.014398,49.905261,3.508721
74,894.896502,58.715110,3.583579
75,893.582904,63.673861,3.671651
76,892.160457,55.251390,3.767162
77,890.928129,59.051109,3.850039
78,889.612872,63.682780,3.938616
79,888.196546,68.794209,4.034140
80,886.668977,72.720015,4.137331
81,885.057012,74.266481,4.246411
82,883.413761,82.449776,4.357811
83,881.592829,86.562173,4.481486
84,879.685014,88.848279,4.611329
85,877.731052,98.371562,4.744601
86,875.572457,95.374520,4.892159
87,873.484775,89.810928,5.035220
88,871.523563,93.363658,5.169937
89,869.489347,97.653636,5.309982
90,867.366627,103.436748,5.456463
91,865.123688,100.460603,5.611618
92,862.950916,95.108716,5.762309
93,860.899063,108.169089,5.904972
94,858.570996,104.450023,6.067225
95,856.329052,100.113355,6.223901
96,854.185803,99.601223,6.374071
97,852.058854,103.202329,6.523472
98,849.860492,103.692293,6.678276
99,847.657393,106.232029,6.833814
100,845.406184,108.442302,6.993162
101,843.114239,114.702348,7.155826
102,840.696559,110.860690,7.327879
103,838.366554,118.753115,7.494170
104,835.877588,108.008425,7.672300
105,833.620543,116.947267,7.834313
106,831.183302,114.309658,8.009734
107,828.807995,115.094786,8.181198
108,826.423208,118.347507,8.353840
109,823.978080,120.279856,8.531362
110,821.500380,114.902222,8.711781
111,819.140575,123.755786,8.884135
112,816.606240,120.426731,9.069768
113,814.147710,121.335831,9.250408
